"geneid"	"GSE81520"
"Y39B6A.20"	-2.677283497852
"T18H9.2"	-2.75935404705004
"H22K11.1"	-0.432708856652829
"R12H7.2"	1.09973889373051
"F21F8.3"	-1.45656005569885
"F21F8.7"	-1.49662227676133
"K08F8.2"	0.437246080949534
"F45E6.2"	-0.979421642158232
"C07G2.2"	3.9276524936735
"F26D10.9"	1.69517095508217
"C38C6.2"	0.387926984515767
"T06E4.3"	-2.71249363733852
"Y48G1BL.2"	-2.42397915248241
"W04D2.1"	1.94871973884894
"C34E10.6"	1.96927715053223
"F27C1.7"	7.24506997492432
"D2045.1"	-5.17833788268977
"B0207.12"	-0.879164903631449
"R11G10.1"	-0.507831820002725
"B0464.7"	1.7932084421182
"F57B10.11"	2.76649501863336
"Y71F9AR.1"	-3.26460272428627
"C54D1.6"	-6.67325439347603
"C05D2.4"	2.81740493423019
"K08F8.4"	2.98096365976549
"Y105E8A.5"	-2.3135388913571
"F20D12.3"	-2.51739407707677
"T25F10.5"	-2.27526865885841
"T13C5.5"	-0.486438722191886
"M7.3"	-2.4731867274075
"T19E7.3"	0.0689704826042423
"C54C6.2"	4.80088724906481
"T27F2.3"	-1.83679348271743
"C50B8.2"	0.0459152107305778
"C09G5.6"	-0.872518098965452
"F59E12.12"	1.44512614618485
"F56C11.1"	-4.57092537200927
"K04F10.4"	-1.809132242594
"F45G2.5"	0.859232978767526
"F23B12.8"	-4.33366404049664
"F13H8.10"	-8.09435624142728
"F54B11.6"	0.924988651410401
"F23H11.5"	2.07526217184566
"C36A4.8"	-1.03967190168154
"K04C2.4"	0.0971531209063898
"C53B4.7"	0.0864900139587565
"Y39E4B.9"	2.76339054738549
"B0464.4"	-7.66972122859734
"Y73E7A.7"	-3.79332398785321
"T12G3.8"	-6.32683001234837
"F45E12.2"	-2.12781632366123
"F56A3.5"	-0.835969876746077
"Y79H2A.1"	1.62242413875777
"F15D4.1"	-0.424633597157211
"R06C7.8"	-7.19172494356807
"F57B9.5"	11.5605496927015
"C23H4.1"	-3.63194390194054
"F54D8.4"	-7.08439658293651
"D1022.8"	-4.33676687942094
"K05G3.3"	-0.157964109000447
"R01E6.3"	6.4720778522579
"R173.1"	-1.15727241295534
"T28F2.3"	-1.92142073886605
"C13C12.1"	-1.61813614011291
"C18E9.1"	-2.53119833525286
"M02B7.6"	1.71127532822312
"T07G12.1"	-6.39621129872682
"C01G6.8"	0.158073238398084
"D2024.6"	3.7176632878676
"M106.5"	6.27847914484902
"F41G4.2"	-2.54712441340286
"W01C8.6"	-2.7185741297613
"B0432.5"	-1.64530666082631
"F32G8.6"	0.134693294351333
"T13F2.8"	0.669222890468075
"C56A3.7"	1.739417613576
"R10E11.1"	2.5936929346136
"C54D2.5"	-5.89277237577185
"T28F2.5"	0.547387593366864
"Y56A3A.20"	-4.31863724786097
"Y73F8A.6"	1.83016276410351
"F26E4.9"	4.35315232931069
"T10B9.10"	-0.650338584364039
"F08F3.7"	1.02771644067715
"ZK177.5"	0.902176969908577
"ZC518.3"	-0.195863285547898
"T05C12.7"	4.78525265795048
"T21B10.7"	5.93300085249548
"K01C8.10"	9.57625071351488
"C07G2.3"	10.2741776128399
"F01F1.8"	4.32389629619784
"C43E11.10"	3.3996816415534
"C17G10.4"	-2.19488394560809
"K06A5.7"	-3.69787878870839
"F16B4.8"	0.953478453437158
"R07G3.1"	0.902423952361064
"C47D2.2"	6.73148019218624
"F49E8.4"	2.98191452263438
"C15B12.7"	-1.10737249435241
"ZK112.7"	-2.30706029483099
"F25F2.2"	6.07002508619242
"F08B4.2"	-0.825032673418412
"R05H10.6"	-0.957875819756291
"F59C12.1"	-1.8254947340157
"C45G7.5"	-1.13837705848214
"B0034.3"	0.0617047369277418
"T05G5.3"	-1.6264651146911
"F18H3.5"	0.698837276510797
"T27E9.3"	-0.642892383208854
"Y39G10AL.3"	-4.33990288778036
"F39H11.3"	-1.35868486405447
"H25P06.2"	0.0317328824837848
"R06F6.1"	-3.02832598561091
"F35E8.11"	2.84743101205035
"Y54E10A.15"	-5.39807677323984
"ZK1236.2"	2.25961905282418
"Y47H9C.4"	-2.40117455345123
"Y41D4B.13"	0.62649200762124
"C48D1.2"	-1.80038105935159
"C35D10.9"	1.18533246564491
"C02F4.1"	-7.36607354559498
"F56D2.7"	-0.422479888222053
"C48B4.4"	-2.57017317472238
"F08F1.5"	0.349565370122101
"T07C4.8"	2.37351631362129
"C09G12.8"	-2.033977758868
"ZK512.3"	-0.1504942471581
"Y106G6E.5"	0.157071457768688
"F16H11.4"	-0.712190697080078
"C27A12.5"	-0.556659403880591
"C16C2.1"	0.865029369571282
"K02B12.1"	-1.18646327020641
"ZK265.4"	-0.789004441662134
"Y65B4BR.9"	-1.76994406301316
"W03A3.1"	-2.58744602481746
"F33D11.4"	0.51952271071064
"R13A5.5"	1.04512998197136
"F46C8.5"	-1.07870191875726
"C13G5.1"	2.83489004153842
"D1007.1"	-1.39623771597116
"ZC64.3"	-2.57000423702363
"F20D12.6"	-0.878227404365588
"F31E3.1"	-3.93378040398865
"T26C11.6"	6.09365960954871
"F29F11.5"	1.03382669590579
"ZK652.5"	-1.89889741009136
"F55B12.1"	0.0595633982828462
"K12H4.1"	2.71919348146032
"F46F3.1"	-1.3660669575094
"C33D12.7"	-2.30272971919443
"C33D12.1"	-2.47177295062319
"W05E10.3"	-2.24719634722366
"C10G8.7"	2.857830291213
"C10G8.6"	2.9959791267798
"C37E2.4"	0.259840795065057
"C37E2.5"	0.844609789002022
"F22D3.1"	4.1817016318249
"T26C11.7"	1.30542233034698
"F17A2.5"	0.532063117771278
"T26C11.5"	4.44924876717138
"C28A5.4"	0.579133323230988
"Y54F10AM.4"	6.20970843413894
"C07G2.1"	-0.309524346581723
"C03D6.3"	0.670331992564144
"F52B5.5"	-0.88949019513856
"ZK909.4"	6.125484760256
"F33A8.3"	1.01787737285305
"F46F11.2"	-2.1523371301384
"M01E11.5"	-1.04396475613706
"Y39A1C.3"	-1.05248247407323
"T23D8.8"	-0.962176195628862
"C18C4.2"	3.15573741725098
"F27E11.3"	0.829306334073546
"C07H6.5"	-7.66020571185036
"Y38C9A.2"	4.18196377387389
"T14G8.1"	0.817401019376931
"F38G1.1"	-1.26776324443795
"F18C12.1"	0.157422700500977
"C27A7.4"	-0.408721818369284
"B0024.8"	-3.23444493519558
"F59C6.7"	1.26883602974322
"F56H1.1"	-0.582509521404731
"T25G3.2"	-0.997910987582889
"F48A11.1"	-0.244218132140496
"Y39H10A.7"	-1.18798488798616
"Y60A3A.12"	-4.07823744961842
"T09B4.10"	2.24248296034531
"C48D1.3"	-4.89818209400708
"Y110A7A.13"	3.55209383585045
"C04F6.3"	-2.43321471976191
"H14E04.5"	2.05187813865725
"F44B9.4"	-5.66173767772766
"F44B9.3"	-2.33160182167711
"C28D4.2"	0.499101636811273
"C52B9.1"	2.12841334725918
"B0285.8"	0.176454806466299
"B0285.9"	-0.737217652792931
"B0285.10"	1.5206205253357
"F22F7.5"	-6.5676474676249
"T27A10.3"	2.71373516398799
"T05A6.1"	0.524265801903519
"T05A6.2"	-0.95559647174681
"C05H8.1"	-2.04243999592818
"Y47D3A.4"	-1.65876901583841
"R07E5.8"	-0.697889825955086
"C15C8.2"	-4.20767355128452
"C09F12.1"	-5.4428631785687
"C01C10.1"	-1.84077376526464
"ZK563.4"	-0.094518785441152
"T05A10.2"	2.62610812563217
"C01C10.4"	0.85772989792918
"C36B1.1"	-7.39000023327719
"T27D12.2"	-3.05794567621585
"B0491.8"	-2.59383681744806
"E04F6.11"	-2.47060179630952
"T06F4.2"	5.05237734205775
"C07H4.2"	0.200543535226685
"R07B7.1"	-1.23285325985625
"R01B10.1"	3.62902796005846
"K08B4.6"	3.64271720960848
"ZC395.2"	4.13128209989896
"C07H6.6"	-0.895264873814694
"F07B10.1"	-2.07214862097899
"C01G8.2"	3.31684630894179
"ZC190.1"	-2.70282067356151
"C06G4.2"	1.66365214152495
"T04A8.16"	-4.15103975174821
"Y47H10A.1"	0.989069266322655
"Y39A3CL.5"	3.98256667373234
"Y77E11A.10"	1.75608470866529
"Y77E11A.11"	1.26763243814444
"F56D1.4"	-0.357132571506652
"R107.6"	11.3651804984461
"F55H2.6"	-3.65069239445122
"C50F7.2"	3.22632589756624
"T21H3.3"	-6.36454736427402
"K07A9.2"	-4.68590791011488
"F55C10.1"	-5.43851809212946
"R09B5.3"	7.526608421171
"R09B5.8"	1.06503606595063
"R09B5.9"	6.55686206513058
"Y46E12A.1"	4.66267176612498
"C34E10.7"	1.00694949764784
"F14H8.6"	-1.31835775458232
"F38E11.12"	-3.41205410802278
"R01H10.8"	2.91880896744138
"Y17G7B.15"	0.373855897464364
"Y39A1A.15"	-0.0632338985974856
"ZK632.6"	-2.21576223861238
"C48E7.5"	0.848486589446263
"R03C1.3"	-4.71907107201023
"C06G3.10"	-11.2653749608387
"K08A8.3"	-0.087988058834558
"F08H9.1"	-2.83313251224062
"T28C6.6"	-2.29117877005619
"C15A11.5"	2.4841562019375
"F11H8.3"	3.81747310346251
"B0222.8"	-0.357229886310979
"F15H10.1"	-1.37340324941568
"F15H10.2"	-2.07013551968386
"C46A5.3"	-0.481407055726422
"F11G11.10"	-0.224140419577439
"ZK1193.1"	2.95895532239842
"F11G11.11"	-0.61166468546553
"F36A4.6"	-0.214958462212155
"F36A4.10"	-0.156019486262889
"C27H5.5"	1.49349978724237
"F54C9.4"	-0.661516253769571
"C09G5.4"	-0.634007232918212
"T10B10.1"	-0.208135196082247
"ZC513.8"	0.10890202866172
"Y18H1A.13"	1.01346853646505
"Y18H1A.12"	1.44454975864685
"Y54E10BL.2"	-0.488896738525263
"K09H9.3"	-1.82845705103613
"T28F2.8"	1.83509952932453
"M01A12.1"	-0.160784907807312
"F33D11.3"	-0.303609606809689
"T08B2.2"	-0.452739447743597
"F26B1.4"	-0.146320983295104
"F22D6.10"	2.08170236757415
"C01H6.1"	-0.913213977158046
"C15A11.6"	2.64856296512833
"ZK265.2"	3.36393462898345
"F52F12.2"	1.38334747963528
"K08C9.4"	-0.212647628767248
"F15D3.3"	0.395378397860107
"C50D2.4"	-0.731066879673969
"K01A2.7"	0.90285469834247
"Y49F6B.10"	2.02279791958104
"F11G11.12"	-0.479454479359222
"ZK1248.2"	1.86836339201647
"K03H9.2"	-0.337197006397022
"M110.1"	0.522406330533488
"M195.1"	-1.2145475122964
"C09G5.3"	-2.71929490790564
"C09G5.5"	-0.74462962876734
"F38A3.1"	2.73246222471968
"F33A8.9"	-0.186051527371479
"K12D12.3"	1.61464186862012
"Y39G8C.4"	0.595120798999023
"W05G11.3"	6.97313063903053
"F17C8.2"	-0.995887752699925
"C29E4.1"	0.233324829351627
"F09G8.6"	-0.314657690794224
"W05B2.6"	-1.18812220092937
"W05B2.5"	-0.691663011692862
"W05B2.1"	-0.672410070992217
"Y41C4A.16"	2.18192877007103
"Y41C4A.19"	2.88180328260111
"ZK1010.7"	0.37795176802657
"F14F7.1"	-0.402073771679546
"F29C4.8"	-3.07390933244384
"K02D7.3"	0.519090151370427
"F56B3.1"	-0.322435394906889
"F58F6.1"	-0.70774234841454
"F58F6.2"	-0.417442083073677
"Y77E11A.15"	2.1769331550723
"C34H4.4"	-0.558295900294231
"Y38C1BA.3"	-0.757855098003151
"F19C7.7"	0.0511701969759279
"F29B9.9"	0.329569394823077
"C34D4.15"	-0.830180223358787
"Y42H9B.1"	0.40710043720845
"T28C6.4"	-0.450240319458832
"T11B7.3"	0.82206096434005
"C53B4.5"	0.93968486882421
"Y11D7A.11"	1.04157127001845
"T05A1.2"	1.30584333208242
"W08D2.6"	1.23279443177351
"C24F3.6"	2.97746645914302
"C29F4.1"	-0.849361147364237
"F54D1.2"	0.699169346292769
"F54D1.3"	0.408138320381954
"F12F6.9"	1.23176253259845
"M18.1"	2.23867679205311
"F08G5.4"	-2.6525974890328
"C39E9.3"	0.484053864653101
"F52B11.4"	-2.19803494704682
"C52D10.13"	-0.189460913769903
"F41F3.4"	0.15692112531409
"F26F12.1"	3.38095265281322
"T15B7.5"	0.350870587311316
"T15B7.4"	-0.399341289092964
"T15B7.3"	0.27421151981933
"B0222.6"	-0.613776107698584
"B0222.7"	-2.1793378765352
"T06E4.6"	-0.902119137824235
"T06E4.4"	-0.242316263026078
"B0024.1"	0.437488970126656
"B0024.2"	-2.09377641879623
"F32G8.5"	5.49340332080846
"F17C11.3"	0.499741489109177
"F55C10.2"	-0.200466383768926
"F55C10.3"	-0.100318151824455
"F57B7.3"	-0.621550222406542
"T11F9.9"	-0.885937258775024
"D2023.7"	0.965826801419365
"F57B1.3"	-0.592058876315006
"F57B1.4"	-0.622782353441928
"C50B6.4"	-2.6290547515492
"Y2H9A.3"	-3.15175377609855
"F46B3.17"	4.16571739617307
"T21D9.1"	4.8646102207808
"F14H12.1"	2.66249765626286
"T07H6.3"	-0.453901111942997
"T10E10.2"	0.0133756279792302
"T10E10.1"	-1.03771490964237
"T10E10.5"	-0.31085048271992
"T10E10.6"	-0.969573215204236
"F38B6.5"	0.633225364503131
"F41C6.5"	0.332562767707564
"F46C8.2"	-0.302005906687439
"C35B8.1"	2.35218131571334
"ZC373.7"	-0.698137078371374
"F59F3.2"	-0.687463020382226
"C34F6.2"	3.51012633871804
"C34F6.3"	0.896458563067695
"C44C10.1"	-0.773054263593869
"W03G11.1"	2.76334243692771
"R09A8.4"	-0.671240066741023
"F02D10.1"	0.0583771700809344
"F15A2.1"	0.723654475636534
"E03G2.4"	-0.346551907095079
"C24A11.9"	1.31972782737642
"F57B9.4"	3.84509665324561
"Y57G11C.11"	2.26160595393484
"T03F1.2"	1.93970068075331
"ZK652.9"	4.06834421932755
"K07B1.2"	4.42904396987126
"C35D10.4"	3.26235947410542
"R01H10.3"	4.37724705133587
"C40H1.1"	-2.6905411350048
"C30B5.3"	3.50944345232379
"B0414.5"	-8.16608970220054
"F28C6.3"	0.460309450173004
"F56A8.6"	-1.20589019324826
"F38E11.3"	-0.528225024211553
"T03E6.7"	0.725731184509065
"F43G9.9"	0.229075377152922
"D1069.2"	0.98103678970034
"F28H1.2"	1.65777330112532
"F49D11.8"	2.6166480302683
"C52E4.1"	-0.756539607680634
"F36D3.9"	3.09187228418017
"T10H4.12"	-2.23707166106262
"F44C4.3"	-1.11552048316186
"W07B8.5"	-1.49554425928347
"C25B8.3"	0.814249952496225
"C41D11.8"	8.85329145368299
"F32B5.8"	0.259643486527883
"M04G12.2"	2.08846353579256
"F11C7.4"	-0.690166384368667
"Y41C4A.4"	-2.03132185505215
"Y47G6A.8"	-0.831393973839094
"CD4.2"	4.02827677971418
"C14A4.4"	4.20872924857037
"AH9.2"	-1.69510122729492
"C14A4.5"	5.63508153148197
"K04H4.6"	-0.293754207143911
"Y23H5A.7"	1.86724005110262
"Y38A10A.5"	1.20029825146535
"F53H4.1"	-0.905478311052591
"Y48E1B.12"	-1.79612786486199
"Y48G1C.2"	3.10241306801786
"Y59A8A.1"	0.403532783991211
"B0025.2"	1.80957781243515
"Y38C1AA.2"	2.06422267492171
"Y55F3AM.15"	-1.44466642571479
"B0547.1"	0.751540594513813
"Y67H2A.6"	2.01875869678512
"Y48E1B.13"	2.14363471531442
"Y73B6BL.7"	1.43793955275334
"F40E10.3"	5.0839757237322
"MTCE.21"	3.43489393154676
"Y54G11A.6"	1.35447601966589
"Y54G11A.5"	1.4550847959767
"Y23H5A.5"	4.33163805272483
"T20G5.2"	-0.60418881867063
"Y76A2A.2"	-0.410253278592972
"ZK652.11"	1.09045974121826
"D2045.6"	-8.18309822833402
"ZK520.4"	-4.21304118294208
"Y108G3AL.1"	-0.198598307696675
"F45E12.3"	0.456368694247137
"ZK856.1"	-3.29445572717801
"K08E7.7"	-1.33820839122832
"F25D7.1"	2.06796440673028
"C02C2.3"	-8.14830929774126
"R13A5.1"	2.8408663137919
"M142.2"	-0.3895506391835
"C07H6.8"	2.16401577633906
"K10B4.6"	1.69059501459252
"W01B6.1"	-0.786125768840875
"K11D12.1"	-1.58719006201962
"F59H6.7"	-0.0212729613163396
"ZC168.4"	-4.65338155146223
"Y43E12A.1"	-0.835201202960898
"H31G24.4"	-1.11067064193982
"T06E6.2"	-3.11210429477804
"C54G4.8"	5.50158896935508
"Y38F1A.5"	-1.29934491398161
"C37A2.4"	-3.63389154484358
"F11H8.4"	-3.49853977574915
"ZK328.1"	7.3287509849549
"K08E3.6"	-3.69897816679179
"C52E4.6"	5.96524826503281
"Y49A3A.5"	6.439857867299
"ZK520.5"	3.14537503648151
"Y75B12B.5"	5.20762956566806
"F59E10.2"	1.8126488668533
"F31C3.1"	2.2413699515816
"F42G9.2"	-1.66360329343041
"Y75B12B.2"	-1.42567969924793
"D1009.2"	1.28848753247697
"T27D1.1"	-1.27291446802449
"B0252.4"	1.54629247102016
"T01B7.4"	0.370328844913846
"C34D4.12"	2.13638511893991
"Y116A8C.34"	3.64591455276298
"F39H2.2"	-0.0584489020153644
"Y87G2A.6"	0.678527004307331
"Y17G7B.9"	1.28842231818405
"ZC250.1"	-0.0897647402793387
"M110.5"	-0.355390250713651
"B0412.1"	1.30752595403038
"F57B10.10"	-1.47777554260117
"F29C4.1"	-2.17091244858173
"Y55D5A.5"	-1.20871504000677
"F25E2.5"	1.10387751823774
"C05D2.1"	-2.9350262103924
"W01G7.1"	1.60060822108441
"F31F6.5"	-4.26443130961219
"B0412.2"	6.55997045321045
"R05D11.1"	0.15076551204981
"T13C5.1"	-8.40270688869479
"F23B2.4"	-2.99823182850311
"B0240.3"	-0.389803499945864
"F11A1.3"	2.05857838536929
"F01G10.8"	0.179018726859993
"C10C5.6"	0.721876669803272
"R13H8.1"	2.01764092816869
"T07A9.6"	0.165121676151943
"F33H1.1"	-1.88925498965113
"C47E8.5"	22.4472746041297
"Y116F11B.1"	-2.36696787776913
"M03A1.7"	2.62912368636574
"K07E3.3"	2.30219565121608
"ZC373.6"	0.929000287367594
"C25A1.10"	0.897061824215648
"T05G5.12"	4.80738838935734
"C14A4.2"	5.62198051938993
"T23G5.5"	-3.41998348440967
"F56D1.7"	-5.42034262522281
"T25F10.2"	-5.17521375390932
"C55B7.8"	-0.0176486117584861
"C26C6.5"	-4.35667166610568
"K12H4.8"	-5.03602647209096
"Y113G7A.9"	-1.26993252456118
"Y39A3CR.4"	2.20258708767027
"ZC477.9"	2.44211749554676
"C47C12.6"	-2.75394249305851
"K03B8.9"	-6.94457918087697
"E02H4.1"	-4.64649501050279
"F58G6.6"	-1.78443735539849
"T26H10.1"	-3.51788768497244
"C09E10.2"	-5.81378153677607
"F46H6.2"	0.288761118511281
"F54G8.2"	-3.10423650567502
"T21B6.1"	-1.98271556566851
"T21E12.4"	-2.19838343241417
"R06C7.3"	4.57741798277104
"C47E12.8"	2.45513577964735
"C01G8.3"	2.91524589984178
"F55A12.4"	1.28841915441833
"T02E1.5"	-2.09266659988036
"T05F1.10"	-0.144101612167061
"F56D1.5"	0.292403405374801
"C17G10.8"	3.77365198530378
"E04F6.7"	-1.49275310285957
"K10H10.3"	4.14517910052782
"Y32H12A.3"	1.95902149327261
"Y39A1A.11"	-0.408541006244481
"K08F4.9"	1.49550713081855
"F36H9.3"	-0.179213966874046
"R05D8.8"	-3.17945202801708
"R05D8.10"	1.98795452288276
"C10F3.2"	2.68337212026475
"F29G9.6"	-2.23054185719261
"C45B11.3"	-0.956799215976899
"T11F9.11"	0.274270539287303
"F35B12.2"	5.90368942807563
"R11D1.11"	1.04009682615896
"C15H11.4"	1.727222791709
"R08H2.1"	-0.406659325763013
"Y60A3A.10"	3.39670290753443
"F09E10.3"	-1.76953437528327
"ZK816.5"	2.18206039450042
"C04F6.5"	0.470845422347986
"M03A8.1"	2.40347701986118
"F27D9.6"	0.743028850277736
"T25G12.7"	1.35586798734956
"F08B4.1"	-1.84057233089057
"C18D1.1"	-0.318244548125157
"F49E8.5"	4.13639349408425
"K07E12.1"	3.77852514713313
"C18A11.7"	2.31853496437442
"C04G2.6"	-0.752021781121249
"R01H10.1"	-0.646580341892938
"T26A5.9"	1.96655630838236
"C25F6.2"	0.48829407401112
"C39E9.14"	-0.822932297096676
"F33E2.2"	3.21702392486669
"F43G6.1"	-2.86413625148859
"ZK593.5"	-7.21276671876909
"C28H8.12"	-0.143832710393045
"B0035.14"	-1.77670864900609
"B0035.2"	-1.61901141323384
"C01G10.12"	1.09837402295682
"C01G8.4"	1.42716498664841
"C04A2.7"	-4.91602319514191
"C55B6.2"	-2.31733981876252
"C56C10.13"	-0.231977515845369
"F11G11.7"	2.56261943370636
"F22B7.5"	1.19159990941076
"F38A5.13"	-15.2126477623161
"F39B2.10"	2.9664017317403
"F54D5.8"	14.2130956509039
"K02G10.8"	-0.46210928796842
"K08D10.2"	2.35462058871978
"R74.4"	-2.66009721466592
"T03F6.2"	2.01923697254229
"T04A8.9"	4.39707264174227
"T05C3.5"	4.77567206617052
"T15H9.7"	-4.10055287765996
"T19B4.4"	2.7658038322395
"T23B12.7"	-7.21553333738474
"T24H10.3"	1.53032082321064
"W03A5.7"	1.9007610758188
"W07A8.3"	0.473839906268946
"Y39C12A.8"	-0.80910982462558
"Y47H9C.5"	-1.87236756665594
"Y54E10BL.4"	-1.37994933917822
"Y63D3A.6"	1.01496901697227
"Y71F9B.16"	0.171281752300044
"F33H2.1"	-1.82753908251868
"F54C1.2"	-1.83468279584773
"C09G4.3"	-0.472536571147569
